sample,ch0,ch1,ch2,ch3,ch0_v,ch1_v,ch2_v,ch3_v
1142,-606018,-636647,-579548,-607408,-0.173383141,-0.182146168,-0.165810013,-0.173780823
1143,-605944,-597340,-616893,-607482,-0.173361969,-0.170900345,-0.176494503,-0.173801994
1144,-606050,-584311,-629910,-607535,-0.173392296,-0.167172718,-0.180218697,-0.173817158
1145,-606029,-586380,-627884,-607747,-0.173386288,-0.167764664,-0.179639053,-0.173877811
1146,-606082,-602464,-612363,-607355,-0.173401451,-0.172366333,-0.175198460,-0.173765659
1147,-605976,-634621,-581373,-607652,-0.173371124,-0.181566525,-0.166332150,-0.173850632
1148,-605976,-618176,-596915,-607429,-0.173371124,-0.176861572,-0.170778751,-0.173786831
1149,-606114,-597509,-617137,-607440,-0.173410606,-0.170948696,-0.176564312,-0.173789978
1150,-606315,-584173,-630059,-607663,-0.173468113,-0.167133236,-0.180261326,-0.173853779
1151,-605944,-623078,-592205,-607663,-0.173361969,-0.178264046,-0.169431210,-0.173853779
1152,-605933,-636626,-579526,-607843,-0.173358822,-0.182140160,-0.165803719,-0.173905277
1153,-605986,-634377,-581489,-607503,-0.173373985,-0.181496716,-0.166365337,-0.173808002
1154,-606167,-618261,-596756,-607291,-0.173425770,-0.176885891,-0.170733261,-0.173747349
1155,-606262,-586391,-627990,-607355,-0.173452950,-0.167767811,-0.179669380,-0.173765659
1156,-605923,-602422,-612331,-607620,-0.173355961,-0.172354317,-0.175189304,-0.173841476
1157,-606230,-623439,-592449,-607461,-0.173443794,-0.178367329,-0.169501019,-0.173795986
1158,-606167,-636403,-579664,-607387,-0.173425770,-0.182076359,-0.165843201,-0.173774815
1159,-605827,-597382,-617370,-607365,-0.173328495,-0.170912361,-0.176630974,-0.173768520
1160,-606039,-584184,-629783,-607631,-0.173389149,-0.167136383,-0.180182362,-0.173844624
1161,-606177,-586083,-628033,-607663,-0.173428631,-0.167679691,-0.179681683,-0.173853779
1162,-606103,-602400,-612363,-607588,-0.173407459,-0.172348022,-0.175198460,-0.173832321
1163,-606198,-634409,-581277,-607822,-0.173434639,-0.181505871,-0.166304684,-0.173899269
1164,-606029,-618039,-597340,-607482,-0.173386288,-0.176822376,-0.170900345,-0.173801994
1165,-606050,-597446,-617232,-607705,-0.173392296,-0.170930672,-0.176591492,-0.173865795
1166,-606050,-584301,-629868,-607620,-0.173392296,-0.167169857,-0.180206680,-0.173841476
1167,-606188,-623301,-592141,-607832,-0.173431778,-0.178327847,-0.169412899,-0.173902130
1168,-606294,-636382,-579484,-607355,-0.173462105,-0.182070351,-0.165791702,-0.173765659
1169,-606039,-634345,-581521,-607641,-0.173389149,-0.181487560,-0.166374493,-0.173847485
1170,-606156,-618123,-597032,-607408,-0.173422623,-0.176846409,-0.170812225,-0.173780823
1171,-606230,-586009,-627852,-607514,-0.173443794,-0.167658520,-0.179629898,-0.173811150
1172,-606145,-602347,-612426,-607302,-0.173419476,-0.172332859,-0.175216484,-0.173750496
1173,-605785,-623184,-592120,-607503,-0.173316479,-0.178294373,-0.169406891,-0.173808002
1174,-605965,-636403,-579219,-607747,-0.173367977,-0.182076359,-0.165715885,-0.173877811
1175,-605785,-597255,-617020,-607578,-0.173316479,-0.170876026,-0.176530838,-0.173829460
1176,-606167,-583749,-630048,-607312,-0.173425770,-0.167011929,-0.180258179,-0.173753357
1177,-605986,-585998,-627863,-607323,-0.173373985,-0.167655373,-0.179633045,-0.173756504
1178,-606145,-602326,-612490,-607599,-0.173419476,-0.172326851,-0.175234795,-0.173835468
1179,-605976,-634207,-581266,-607663,-0.173371124,-0.181448078,-0.166301537,-0.173853779
1180,-605986,-617985,-597106,-607641,-0.173373985,-0.176806927,-0.170833397,-0.173847485
1181,-606145,-597318,-617211,-607429,-0.173419476,-0.170894051,-0.176585484,-0.173786831
1182,-606018,-584089,-629783,-607419,-0.173383141,-0.167109203,-0.180182362,-0.173783970
1183,-606442,-623290,-592427,-607694,-0.173504448,-0.178324699,-0.169494724,-0.173862648
1184,-605944,-636435,-579611,-607588,-0.173361969,-0.182085514,-0.165828037,-0.173832321
1185,-606071,-634377,-581627,-607769,-0.173398304,-0.181496716,-0.166404819,-0.173884106
1186,-606347,-618039,-597021,-607769,-0.173477268,-0.176822376,-0.170809078,-0.173884106
1187,-606071,-586359,-628170,-607514,-0.173398304,-0.167758656,-0.179720879,-0.173811150
1188,-606103,-602124,-612203,-607663,-0.173407459,-0.172269058,-0.175152683,-0.173853779
1189,-606220,-623184,-592321,-607185,-0.173440933,-0.178294373,-0.169464397,-0.173717022
1190,-606124,-636605,-579495,-607747,-0.173413467,-0.182134151,-0.165794849,-0.173877811
1191,-606273,-597425,-617381,-607747,-0.173456097,-0.170924664,-0.176634121,-0.173877811
1192,-606018,-583982,-630154,-607440,-0.173383141,-0.167078590,-0.180288506,-0.173789978
1193,-605880,-585935,-627990,-607493,-0.173343658,-0.167637348,-0.179669380,-0.173805141
1194,-606124,-602666,-612288,-607514,-0.173413467,-0.172424126,-0.175177002,-0.173811150
1195,-606220,-634515,-581245,-607610,-0.173440933,-0.181536198,-0.166295528,-0.173838615
1196,-605965,-618251,-596841,-607556,-0.173367977,-0.176883030,-0.170757580,-0.173823166
1197,-606039,-597520,-617402,-607514,-0.173389149,-0.170951843,-0.176640129,-0.173811150
1198,-605986,-584057,-629857,-607217,-0.173373985,-0.167100048,-0.180203533,-0.173726177
1199,-606029,-623471,-592237,-607631,-0.173386288,-0.178376484,-0.169440365,-0.173844624
1200,-606071,-636849,-579537,-607450,-0.173398304,-0.182203960,-0.165806866,-0.173792839
1201,-606252,-634674,-581510,-607599,-0.173450089,-0.181581688,-0.166371346,-0.173835468
1202,-606188,-618452,-597106,-607556,-0.173431778,-0.176940536,-0.170833397,-0.173823166
1203,-605901,-586253,-628075,-607663,-0.173349667,-0.167728329,-0.179693699,-0.173853779
1204,-606177,-602581,-612681,-607800,-0.173428631,-0.172399807,-0.175289440,-0.173892975
1205,-605923,-623184,-592237,-607408,-0.173355961,-0.178294373,-0.169440365,-0.173780823
1206,-605954,-636700,-579346,-607779,-0.173364830,-0.182161331,-0.165752220,-0.173886967
1207,-606082,-597594,-617285,-607514,-0.173401451,-0.170973015,-0.176606655,-0.173811150
1208,-606103,-584152,-630080,-607716,-0.173407459,-0.167127228,-0.180267334,-0.173868942
1209,-605986,-586094,-627863,-607503,-0.173373985,-0.167682838,-0.179633045,-0.173808002
1210,-606124,-602517,-612320,-607397,-0.173413467,-0.172381496,-0.175186157,-0.173777676
1211,-605976,-634281,-581648,-607503,-0.173371124,-0.181469250,-0.166410828,-0.173808002
1212,-606305,-618367,-597361,-607334,-0.173465252,-0.176916218,-0.170906353,-0.173759651
1213,-605997,-597340,-617190,-607610,-0.173377132,-0.170900345,-0.176579475,-0.173838615
1214,-605976,-584057,-630186,-607535,-0.173371124,-0.167100048,-0.180297661,-0.173817158
1215,-605944,-623311,-592449,-607514,-0.173361969,-0.178330708,-0.169501019,-0.173811150
1216,-605891,-636382,-579346,-607599,-0.173346806,-0.182070351,-0.165752220,-0.173835468
1217,-606188,-634738,-581447,-607493,-0.173431778,-0.181599998,-0.166353321,-0.173805141
1218,-606061,-618155,-597117,-607535,-0.173395443,-0.176855564,-0.170836544,-0.173817158
1219,-605997,-586338,-627926,-607387,-0.173377132,-0.167752647,-0.179651070,-0.173774815
1220,-606368,-602432,-612246,-607663,-0.173483276,-0.172357178,-0.175164986,-0.173853779
1221,-605901,-623407,-592321,-607673,-0.173349667,-0.178358173,-0.169464397,-0.173856640
1222,-606315,-636616,-579495,-607535,-0.173468113,-0.182137299,-0.165794849,-0.173817158
1223,-606050,-597329,-617317,-607535,-0.173392296,-0.170897198,-0.176615810,-0.173817158
1224,-606050,-584057,-630080,-607716,-0.173392296,-0.167100048,-0.180267334,-0.173868942
1225,-606177,-586136,-627990,-607843,-0.173428631,-0.167694855,-0.179669380,-0.173905277
1226,-606241,-602337,-612585,-607323,-0.173446941,-0.172329998,-0.175261974,-0.173756504
1227,-606252,-634748,-581309,-607429,-0.173450089,-0.181602859,-0.166313839,-0.173786831
1228,-606188,-618102,-597255,-607546,-0.173431778,-0.176840401,-0.170876026,-0.173820305
1229,-606156,-597191,-616893,-607779,-0.173422623,-0.170857716,-0.176494503,-0.173886967
1230,-606294,-584067,-629836,-607482,-0.173462105,-0.167102909,-0.180197525,-0.173801994
1231,-606305,-623396,-592481,-607355,-0.173465252,-0.178355026,-0.169510174,-0.173765659
1232,-606124,-636891,-579495,-607270,-0.173413467,-0.182215977,-0.165794849,-0.173741341
1233,-606156,-634462,-581351,-607132,-0.173422623,-0.181521034,-0.166325855,-0.173701859
1234,-605954,-618399,-597223,-607228,-0.173364830,-0.176925373,-0.170866871,-0.173729324
1235,-606209,-586348,-628277,-607397,-0.173437786,-0.167755508,-0.179751492,-0.173777676
1236,-606061,-602570,-612638,-607546,-0.173395443,-0.172396660,-0.175277138,-0.173820305
1237,-606294,-623407,-592512,-607758,-0.173462105,-0.178358173,-0.169519043,-0.173880959
1238,-605912,-636690,-579760,-607684,-0.173352814,-0.182158470,-0.165870667,-0.173859787
1239,-605976,-597732,-617402,-607716,-0.173371124,-0.171012497,-0.176640129,-0.173868942
1240,-606082,-584152,-630080,-607578,-0.173401451,-0.167127228,-0.180267334,-0.173829460
1241,-606018,-586412,-627958,-607302,-0.173383141,-0.167773819,-0.179660225,-0.173750496
1242,-606103,-602538,-612553,-607556,-0.173407459,-0.172387505,-0.175252819,-0.173823166
1243,-606135,-634632,-581351,-607450,-0.173416615,-0.181569672,-0.166325855,-0.173792839
1244,-606135,-618442,-597223,-607546,-0.173416615,-0.176937675,-0.170866871,-0.173820305
1245,-606315,-597446,-617253,-607281,-0.173468113,-0.170930672,-0.176597500,-0.173744488
1246,-606039,-584195,-629974,-607472,-0.173389149,-0.167139530,-0.180237007,-0.173799133
1247,-606029,-623651,-592183,-607610,-0.173386288,-0.178427982,-0.169424915,-0.173838615
1248,-606018,-636647,-579155,-607514,-0.173383141,-0.182146168,-0.165697575,-0.173811150
1249,-606177,-634695,-581617,-607440,-0.173428631,-0.181587696,-0.166401958,-0.173789978
1250,-606092,-618410,-597138,-607578,-0.173404312,-0.176928520,-0.170842552,-0.173829460
1251,-605933,-586486,-627937,-607450,-0.173358822,-0.167794991,-0.179654217,-0.173792839
1252,-606124,-602644,-612522,-607588,-0.173413467,-0.172417831,-0.175243950,-0.173832321
1253,-606379,-623333,-592459,-607652,-0.173486423,-0.178337002,-0.169503880,-0.173850632
1254,-606124,-636679,-579272,-607525,-0.173413467,-0.182155323,-0.165731049,-0.173814297
1255,-606082,-597234,-617105,-607610,-0.173401451,-0.170870018,-0.176555157,-0.173838615
1256,-606252,-584386,-630112,-607365,-0.173450089,-0.167194176,-0.180276489,-0.173768520
1257,-606145,-586253,-627926,-607578,-0.173419476,-0.167728329,-0.179651070,-0.173829460
1258,-606156,-602528,-612458,-607450,-0.173422623,-0.172384644,-0.175225639,-0.173792839
1259,-606506,-634430,-581532,-607673,-0.173522758,-0.181511879,-0.166377640,-0.173856640
1260,-606039,-618633,-597138,-607567,-0.173389149,-0.176992321,-0.170842552,-0.173826313
1261,-606114,-597265,-617126,-607652,-0.173410606,-0.170878887,-0.176561165,-0.173850632
1262,-606156,-584205,-630006,-607514,-0.173422623,-0.167142391,-0.180246162,-0.173811150
1263,-606188,-623661,-592279,-607450,-0.173431778,-0.178430843,-0.169452381,-0.173792839
1264,-606156,-636711,-579601,-607599,-0.173422623,-0.182164478,-0.165825176,-0.173835468
1265,-606379,-634557,-581447,-607408,-0.173486423,-0.181548214,-0.166353321,-0.173780823
1266,-606092,-618145,-597244,-607408,-0.173404312,-0.176852703,-0.170872879,-0.173780823
1267,-605880,-586062,-627948,-607429,-0.173343658,-0.167673683,-0.179657364,-0.173786831
1268,-606103,-602464,-612373,-607525,-0.173407459,-0.172366333,-0.175201321,-0.173814297
1269,-606220,-623099,-592332,-607472,-0.173440933,-0.178270054,-0.169467545,-0.173799133
1270,-605986,-636584,-579336,-607429,-0.173373985,-0.182128143,-0.165749359,-0.173786831
1271,-606198,-597403,-617094,-607641,-0.173434639,-0.170918369,-0.176552010,-0.173847485
1272,-606283,-583961,-630229,-607556,-0.173458958,-0.167072582,-0.180309963,-0.173823166
1273,-605944,-586263,-627916,-607535,-0.173361969,-0.167731190,-0.179648209,-0.173817158
1274,-606262,-602443,-612235,-607620,-0.173452950,-0.172360325,-0.175161839,-0.173841476
1275,-606230,-634568,-581457,-607588,-0.173443794,-0.181551361,-0.166356182,-0.173832321
1276,-606230,-618198,-596968,-607503,-0.173443794,-0.176867867,-0.170793915,-0.173808002
1277,-606135,-597287,-617179,-607588,-0.173416615,-0.170885181,-0.176576328,-0.173832321
1278,-606071,-584279,-629974,-607376,-0.173398304,-0.167163563,-0.180237007,-0.173771667
1279,-606273,-623152,-592194,-607535,-0.173456097,-0.178285217,-0.169428062,-0.173817158
1280,-605891,-636658,-579484,-607482,-0.173346806,-0.182149315,-0.165791702,-0.173801994
1281,-605880,-634271,-581521,-607556,-0.173343658,-0.181466389,-0.166374493,-0.173823166
1282,-605891,-618208,-596894,-607567,-0.173346806,-0.176870728,-0.170772743,-0.173826313
1283,-606092,-586253,-628011,-607631,-0.173404312,-0.167728329,-0.179675388,-0.173844624
1284,-606220,-602411,-612458,-607790,-0.173440933,-0.172351170,-0.175225639,-0.173890114
1285,-606198,-623258,-592438,-607514,-0.173434639,-0.178315544,-0.169497871,-0.173811150
1286,-606103,-636393,-579781,-607737,-0.173407459,-0.182073498,-0.165876675,-0.173874950
1287,-606050,-597276,-617062,-607493,-0.173392296,-0.170882034,-0.176542854,-0.173805141
1288,-606124,-584279,-629836,-607885,-0.173413467,-0.167163563,-0.180197525,-0.173917294
1289,-606082,-585765,-627778,-607355,-0.173401451,-0.167588711,-0.179608727,-0.173765659
1290,-606135,-602326,-612214,-607334,-0.173416615,-0.172326851,-0.175155830,-0.173759651
1291,-606029,-634356,-581468,-607503,-0.173386288,-0.181490707,-0.166359329,-0.173808002
1292,-606230,-618134,-597106,-607514,-0.173443794,-0.176849556,-0.170833397,-0.173811150
1293,-605944,-597255,-616999,-607684,-0.173361969,-0.170876026,-0.176524830,-0.173859787
1294,-606252,-584078,-630112,-607556,-0.173450089,-0.167106056,-0.180276489,-0.173823166
1295,-606220,-623460,-592268,-607610,-0.173440933,-0.178373337,-0.169449234,-0.173838615
1296,-606198,-636393,-579282,-607716,-0.173434639,-0.182073498,-0.165733910,-0.173868942
1297,-606018,-634324,-581075,-607450,-0.173383141,-0.181481552,-0.166246891,-0.173792839
1298,-606156,-618166,-597138,-607312,-0.173422623,-0.176858711,-0.170842552,-0.173753357
1299,-606071,-585913,-627980,-607535,-0.173398304,-0.167631054,-0.179666519,-0.173817158
1300,-606082,-602188,-612182,-607673,-0.173401451,-0.172287369,-0.175146675,-0.173856640
1301,-605954,-623354,-592353,-607493,-0.173364830,-0.178343010,-0.169473553,-0.173805141
1302,-605997,-636478,-579410,-607588,-0.173377132,-0.182097816,-0.165770531,-0.173832321
1303,-606114,-597234,-617137,-607599,-0.173410606,-0.170870018,-0.176564312,-0.173835468
1304,-606114,-584301,-630186,-607323,-0.173410606,-0.167169857,-0.180297661,-0.173756504
1305,-606071,-585935,-627895,-607535,-0.173398304,-0.167637348,-0.179642200,-0.173817158
1306,-606188,-602368,-612553,-607620,-0.173431778,-0.172338867,-0.175252819,-0.173841476
1307,-606135,-634557,-581479,-607355,-0.173416615,-0.181548214,-0.166362476,-0.173765659
1308,-605785,-618389,-597170,-607535,-0.173316479,-0.176922512,-0.170851707,-0.173817158
1309,-605923,-597170,-617084,-607461,-0.173355961,-0.170851707,-0.176549149,-0.173795986
1310,-606400,-583951,-629900,-607408,-0.173492432,-0.167069721,-0.180215836,-0.173780823
1311,-605997,-623672,-592194,-607493,-0.173377132,-0.178433990,-0.169428062,-0.173805141
1312,-606061,-636435,-579187,-607684,-0.173395443,-0.182085514,-0.165706730,-0.173859787
1313,-606092,-634409,-581277,-607440,-0.173404312,-0.181505871,-0.166304684,-0.173789978
1314,-606145,-618240,-596979,-607450,-0.173419476,-0.176879883,-0.170797062,-0.173792839
1315,-606220,-586486,-627948,-607461,-0.173440933,-0.167794991,-0.179657364,-0.173795986
1316,-606665,-602697,-612352,-607556,-0.173568249,-0.172432995,-0.175195313,-0.173823166
1317,-606114,-623439,-592130,-607312,-0.173410606,-0.178367329,-0.169409752,-0.173753357
1318,-606315,-636849,-579548,-607631,-0.173468113,-0.182203960,-0.165810013,-0.173844624
1319,-605912,-597403,-617137,-607408,-0.173352814,-0.170918369,-0.176564312,-0.173780823
1320,-606336,-584142,-629963,-607376,-0.173474121,-0.167124367,-0.180233860,-0.173771667
1321,-606294,-586030,-628213,-607344,-0.173462105,-0.167664528,-0.179733181,-0.173762512
1322,-606252,-602443,-612203,-607684,-0.173450089,-0.172360325,-0.175152683,-0.173859787
1323,-606220,-634525,-581298,-607440,-0.173440933,-0.181539059,-0.166310692,-0.173789978
1324,-606029,-618357,-597223,-607408,-0.173386288,-0.176913357,-0.170866871,-0.173780823
1325,-606188,-597594,-616956,-607397,-0.173431778,-0.170973015,-0.176512527,-0.173777676
1326,-605976,-584237,-630070,-607663,-0.173371124,-0.167151546,-0.180264473,-0.173853779
1327,-606209,-623375,-592226,-607312,-0.173437786,-0.178349018,-0.169437218,-0.173753357
1328,-606103,-636605,-579336,-607726,-0.173407459,-0.182134151,-0.165749359,-0.173871803
1329,-606145,-634388,-581574,-607387,-0.173419476,-0.181499863,-0.166389656,-0.173774815
1330,-606188,-618251,-597350,-607419,-0.173431778,-0.176883030,-0.170903206,-0.173783970
1331,-606230,-586147,-628075,-607578,-0.173443794,-0.167698002,-0.179693699,-0.173829460
1332,-606198,-602602,-612458,-607588,-0.173434639,-0.172405815,-0.175225639,-0.173832321
1333,-606156,-623396,-592173,-607440,-0.173422623,-0.178355026,-0.169422054,-0.173789978
1334,-605976,-636711,-579516,-607546,-0.173371124,-0.182164478,-0.165800858,-0.173820305
1335,-606124,-597626,-617179,-607694,-0.173413467,-0.170982170,-0.176576328,-0.173862648
1336,-606103,-584279,-630038,-607323,-0.173407459,-0.167163563,-0.180255318,-0.173756504
1337,-606082,-586433,-628022,-607408,-0.173401451,-0.167779827,-0.179678535,-0.173780823
1338,-606039,-602443,-612532,-607493,-0.173389149,-0.172360325,-0.175246811,-0.173805141
1339,-606007,-634727,-581574,-607854,-0.173379993,-0.181596851,-0.166389656,-0.173908424
1340,-606156,-618134,-597170,-607641,-0.173422623,-0.176849556,-0.170851707,-0.173847485
1341,-606198,-597329,-617020,-607482,-0.173434639,-0.170897198,-0.176530838,-0.173801994
1342,-606018,-583770,-630123,-607525,-0.173383141,-0.167017937,-0.180279636,-0.173814297
1343,-606336,-623311,-592321,-607546,-0.173474121,-0.178330708,-0.169464397,-0.173820305
1344,-606230,-636626,-579633,-607291,-0.173443794,-0.182140160,-0.165834332,-0.173747349
1345,-606039,-634441,-581521,-607610,-0.173389149,-0.181515026,-0.166374493,-0.173838615
1346,-606061,-618187,-596990,-607387,-0.173395443,-0.176864719,-0.170800209,-0.173774815
1347,-605976,-585977,-628107,-607535,-0.173371124,-0.167649364,-0.179702854,-0.173817158
1348,-605923,-602379,-612447,-607365,-0.173355961,-0.172342014,-0.175222492,-0.173768520
1349,-606230,-623057,-592587,-607663,-0.173443794,-0.178258038,-0.169540501,-0.173853779
1350,-605954,-636658,-579304,-607620,-0.173364830,-0.182149315,-0.165740204,-0.173841476
1351,-606167,-597255,-617084,-607387,-0.173425770,-0.170876026,-0.176549149,-0.173774815
1352,-605976,-583982,-630006,-607747,-0.173371124,-0.167078590,-0.180246162,-0.173877811
1353,-606315,-586019,-627916,-607334,-0.173468113,-0.167661381,-0.179648209,-0.173759651
1354,-606092,-602199,-612299,-607503,-0.173404312,-0.172290516,-0.175180149,-0.173808002
1355,-606305,-634250,-581394,-607514,-0.173465252,-0.181460381,-0.166338158,-0.173811150
1356,-605710,-618208,-596873,-607450,-0.173295021,-0.176870728,-0.170766735,-0.173792839
1357,-605976,-597202,-617094,-607769,-0.173371124,-0.170860863,-0.176552010,-0.173884106
1358,-605901,-583887,-629963,-607525,-0.173349667,-0.167051411,-0.180233860,-0.173814297
1359,-606241,-623046,-592237,-607652,-0.173446941,-0.178254890,-0.169440365,-0.173850632
1360,-605763,-636350,-579240,-607493,-0.173310184,-0.182061195,-0.165721893,-0.173805141
1361,-605954,-634388,-581542,-607546,-0.173364830,-0.181499863,-0.166380501,-0.173820305
1362,-605954,-617657,-596894,-607397,-0.173364830,-0.176713085,-0.170772743,-0.173777676
1363,-606188,-586051,-627916,-607493,-0.173431778,-0.167670536,-0.179648209,-0.173805141
1364,-605986,-602347,-612129,-607323,-0.173373985,-0.172332859,-0.175131512,-0.173756504
1365,-606092,-622876,-592173,-607663,-0.173404312,-0.178206253,-0.169422054,-0.173853779
1366,-605997,-636308,-579505,-607493,-0.173377132,-0.182049179,-0.165797710,-0.173805141
1367,-606071,-597212,-617222,-607514,-0.173398304,-0.170863724,-0.176588631,-0.173811150
1368,-605944,-583823,-629836,-607599,-0.173361969,-0.167033100,-0.180197525,-0.173835468
1369,-605700,-585860,-628075,-607387,-0.173292160,-0.167615891,-0.179693699,-0.173774815
1370,-605795,-602305,-612426,-607663,-0.173319340,-0.172320843,-0.175216484,-0.173853779
1371,-606167,-634388,-581457,-607673,-0.173425770,-0.181499863,-0.166356182,-0.173856640
1372,-606177,-618134,-597064,-607302,-0.173428631,-0.176849556,-0.170821381,-0.173750496
1373,-605912,-597032,-617190,-607440,-0.173352814,-0.170812225,-0.176579475,-0.173789978
1374,-606135,-583929,-630091,-607408,-0.173416615,-0.167063427,-0.180270481,-0.173780823
1375,-605976,-623046,-592364,-607397,-0.173371124,-0.178254890,-0.169476700,-0.173777676
1376,-606050,-636361,-579208,-607461,-0.173392296,-0.182064342,-0.165712738,-0.173795986
1377,-606135,-633910,-581245,-607546,-0.173416615,-0.181363106,-0.166295528,-0.173820305
1378,-606039,-618070,-597074,-607376,-0.173389149,-0.176831245,-0.170824242,-0.173771667
1379,-606145,-585977,-627905,-607472,-0.173419476,-0.167649364,-0.179645061,-0.173799133
1380,-606029,-602443,-612394,-607620,-0.173386288,-0.172360325,-0.175207329,-0.173841476
1381,-606061,-622866,-592332,-607259,-0.173395443,-0.178203392,-0.169467545,-0.173738194
1382,-606167,-636350,-579229,-607334,-0.173425770,-0.182061195,-0.165718746,-0.173759651
1383,-605923,-597191,-617179,-607514,-0.173355961,-0.170857716,-0.176576328,-0.173811150
1384,-606018,-583813,-629730,-607397,-0.173383141,-0.167030239,-0.180167198,-0.173777676
1385,-606092,-585998,-627905,-607599,-0.173404312,-0.167655373,-0.179645061,-0.173835468
1386,-605912,-602273,-612055,-607482,-0.173352814,-0.172311687,-0.175110340,-0.173801994
1387,-606114,-634133,-581330,-607620,-0.173410606,-0.181426907,-0.166319847,-0.173841476
1388,-605954,-617805,-596915,-607355,-0.173364830,-0.176755428,-0.170778751,-0.173765659
1389,-605954,-597308,-617041,-607631,-0.173364830,-0.170891190,-0.176536846,-0.173844624
1390,-606092,-583855,-629900,-607461,-0.173404312,-0.167042255,-0.180215836,-0.173795986
1391,-606188,-623089,-592014,-607747,-0.173431778,-0.178267193,-0.169376564,-0.173877811
1392,-605880,-636382,-579389,-607610,-0.173343658,-0.182070351,-0.165764523,-0.173838615
1393,-605976,-634281,-581192,-607578,-0.173371124,-0.181469250,-0.166280365,-0.173829460
1394,-605795,-617678,-596958,-607641,-0.173319340,-0.176719093,-0.170791054,-0.173847485
1395,-605997,-585765,-627926,-607546,-0.173377132,-0.167588711,-0.179651070,-0.173820305
1396,-606135,-602453,-612384,-607493,-0.173416615,-0.172363186,-0.175204468,-0.173805141
1397,-605933,-623142,-592343,-607556,-0.173358822,-0.178282356,-0.169470692,-0.173823166
1398,-605870,-636382,-579463,-607599,-0.173340797,-0.182070351,-0.165785694,-0.173835468
1399,-606315,-597180,-617200,-607684,-0.173468113,-0.170854568,-0.176582336,-0.173859787
1400,-606061,-583834,-629868,-607631,-0.173395443,-0.167036247,-0.180206680,-0.173844624
1401,-606018,-586051,-628033,-607355,-0.173383141,-0.167670536,-0.179681683,-0.173765659
1402,-606061,-602422,-612363,-607493,-0.173395443,-0.172354317,-0.175198460,-0.173805141
1403,-606145,-634472,-581542,-607503,-0.173419476,-0.181523895,-0.166380501,-0.173808002
1404,-606167,-618176,-597180,-607525,-0.173425770,-0.176861572,-0.170854568,-0.173814297
1405,-606241,-597149,-617222,-607397,-0.173446941,-0.170845699,-0.176588631,-0.173777676
1406,-606071,-583685,-630154,-607769,-0.173398304,-0.166993618,-0.180288506,-0.173884106
1407,-605997,-623078,-591918,-607397,-0.173377132,-0.178264046,-0.169349098,-0.173777676
1408,-605976,-636265,-579336,-607450,-0.173371124,-0.182036877,-0.165749359,-0.173792839
1409,-606241,-634218,-581235,-607599,-0.173446941,-0.181451225,-0.166292667,-0.173835468
1410,-606114,-618070,-596958,-607376,-0.173410606,-0.176831245,-0.170791054,-0.173771667
1411,-606029,-586115,-628075,-607567,-0.173386288,-0.167688847,-0.179693699,-0.173826313
1412,-606135,-601944,-612416,-607631,-0.173416615,-0.172217560,-0.175213623,-0.173844624
1413,-605965,-623110,-592396,-607365,-0.173367977,-0.178273201,-0.169485855,-0.173768520
1414,-606326,-636255,-579166,-607567,-0.173471260,-0.182034016,-0.165700722,-0.173826313
1415,-606114,-597043,-616861,-607673,-0.173410606,-0.170815372,-0.176485348,-0.173856640
1416,-605732,-583781,-629751,-607546,-0.173301315,-0.167021084,-0.180173206,-0.173820305
1417,-605923,-585966,-628064,-607525,-0.173355961,-0.167646217,-0.179690552,-0.173814297
1418,-606007,-602284,-612235,-607758,-0.173379993,-0.172314835,-0.175161839,-0.173880959
1419,-606103,-634292,-581341,-608023,-0.173407459,-0.181472397,-0.166322994,-0.173956776
1420,-606220,-617985,-597043,-607535,-0.173440933,-0.176806927,-0.170815372,-0.173817158
1421,-605657,-597212,-616956,-607461,-0.173279858,-0.170863724,-0.176512527,-0.173795986
1422,-606145,-583463,-630017,-607175,-0.173419476,-0.166930103,-0.180249310,-0.173714161
1423,-606220,-623354,-592396,-607408,-0.173440933,-0.178343010,-0.169485855,-0.173780823
1424,-606039,-636467,-579367,-607419,-0.173389149,-0.182094669,-0.165758228,-0.173783970
1425,-606124,-634441,-581510,-607588,-0.173413467,-0.181515026,-0.166371346,-0.173832321
1426,-606198,-618123,-596809,-607546,-0.173434639,-0.176846409,-0.170748425,-0.173820305
1427,-606145,-586094,-627969,-607355,-0.173419476,-0.167682838,-0.179663372,-0.173765659
1428,-606198,-602188,-612363,-607758,-0.173434639,-0.172287369,-0.175198460,-0.173880959
1429,-606135,-623195,-592311,-607790,-0.173416615,-0.178297520,-0.169461536,-0.173890114
1430,-606156,-636287,-579601,-607259,-0.173422623,-0.182043171,-0.165825176,-0.173738194
1431,-606103,-597350,-617243,-607440,-0.173407459,-0.170903206,-0.176594639,-0.173789978
1432,-606103,-583654,-629995,-607259,-0.173407459,-0.166984749,-0.180243015,-0.173738194
1433,-606262,-585754,-628011,-607599,-0.173452950,-0.167585564,-0.179675388,-0.173835468
1434,-606167,-602199,-612309,-607514,-0.173425770,-0.172290516,-0.175183010,-0.173811150
1435,-606273,-634091,-581404,-607482,-0.173456097,-0.181414890,-0.166341019,-0.173801994
1436,-606039,-617954,-597043,-607175,-0.173389149,-0.176798058,-0.170815372,-0.173714161
1437,-606071,-597159,-617158,-607482,-0.173398304,-0.170848560,-0.176570320,-0.173801994
