sample,ch0,ch1,ch2,ch3,ch0_v,ch1_v,ch2_v,ch3_v
2217,-606262,-586253,-628001,-607461,-0.173452950,-0.167728329,-0.179672527,-0.173795986
2218,-605880,-636679,-579102,-607323,-0.173343658,-0.182155323,-0.165682411,-0.173756504
2219,-606188,-634292,-581426,-607610,-0.173431778,-0.181472397,-0.166347313,-0.173838615
2220,-606007,-617922,-596862,-607461,-0.173379993,-0.176788902,-0.170763588,-0.173795986
2221,-606135,-597244,-617169,-607365,-0.173416615,-0.170872879,-0.176573467,-0.173768520
2222,-605923,-602538,-612161,-607291,-0.173355961,-0.172387505,-0.175140667,-0.173747349
2223,-606135,-623577,-592226,-607610,-0.173416615,-0.178406811,-0.169437218,-0.173838615
2224,-606050,-636722,-579282,-607185,-0.173392296,-0.182167625,-0.165733910,-0.173717022
2225,-606252,-634377,-581563,-607302,-0.173450089,-0.181496716,-0.166386509,-0.173750496
2226,-606262,-583781,-629751,-607620,-0.173452950,-0.167021084,-0.180173206,-0.173841476
2227,-606283,-586221,-627789,-607503,-0.173458958,-0.167719173,-0.179611874,-0.173808002
2228,-606177,-602432,-612543,-607472,-0.173428631,-0.172357178,-0.175249958,-0.173799133
2229,-606061,-623417,-592194,-607090,-0.173395443,-0.178361034,-0.169428062,-0.173689842
2230,-606103,-618367,-597149,-607387,-0.173407459,-0.176916218,-0.170845699,-0.173774815
2231,-606082,-597552,-617052,-607556,-0.173401451,-0.170960999,-0.176539993,-0.173823166
2232,-605954,-584184,-629804,-607652,-0.173364830,-0.167136383,-0.180188370,-0.173850632
2233,-606061,-586232,-628022,-607472,-0.173395443,-0.167722321,-0.179678535,-0.173799133
2234,-605965,-636700,-579357,-607610,-0.173367977,-0.182161331,-0.165755367,-0.173838615
2235,-606177,-634472,-581563,-607376,-0.173428631,-0.181523895,-0.166386509,-0.173771667
2236,-606209,-618304,-596968,-607864,-0.173437786,-0.176898193,-0.170793915,-0.173911285
2237,-605827,-597446,-617190,-607270,-0.173328495,-0.170930672,-0.176579475,-0.173741341
2238,-606273,-602538,-612479,-607493,-0.173456097,-0.172387505,-0.175231647,-0.173805141
2239,-605891,-623375,-592141,-607556,-0.173346806,-0.178349018,-0.169412899,-0.173823166
2240,-606262,-636520,-579452,-607503,-0.173452950,-0.182109833,-0.165782547,-0.173808002
2241,-606092,-634600,-581266,-607535,-0.173404312,-0.181560516,-0.166301537,-0.173817158
2242,-605986,-584110,-630038,-607556,-0.173373985,-0.167115211,-0.180255318,-0.173823166
2243,-606252,-586476,-627958,-607503,-0.173450089,-0.167792130,-0.179660225,-0.173808002
2244,-606209,-602347,-612469,-607323,-0.173437786,-0.172332859,-0.175228786,-0.173756504
2245,-605986,-623545,-592099,-607546,-0.173373985,-0.178397655,-0.169400883,-0.173820305
2246,-605817,-618484,-597255,-607461,-0.173325634,-0.176949692,-0.170876026,-0.173795986
2247,-606103,-597361,-617094,-607694,-0.173407459,-0.170906353,-0.176552010,-0.173862648
2248,-606061,-584301,-629995,-607641,-0.173395443,-0.167169857,-0.180243015,-0.173847485
2249,-605870,-586423,-627937,-607408,-0.173340797,-0.167776966,-0.179654217,-0.173780823
2250,-606071,-636743,-579367,-607281,-0.173398304,-0.182173634,-0.165758228,-0.173744488
2251,-605954,-634547,-581447,-607365,-0.173364830,-0.181545353,-0.166353321,-0.173768520
2252,-606029,-618357,-596905,-607832,-0.173386288,-0.176913357,-0.170775890,-0.173902130
2253,-606071,-597541,-617094,-607461,-0.173398304,-0.170957851,-0.176552010,-0.173795986
2254,-606114,-602347,-612267,-607673,-0.173410606,-0.172332859,-0.175170994,-0.173856640
2255,-606082,-623608,-591971,-607397,-0.173401451,-0.178415680,-0.169364262,-0.173777676
2256,-606007,-636700,-579633,-607302,-0.173379993,-0.182161331,-0.165834332,-0.173750496
2257,-605997,-634610,-581277,-607419,-0.173377132,-0.181563377,-0.166304684,-0.173783970
2258,-605742,-584396,-629879,-607493,-0.173304176,-0.167197037,-0.180209827,-0.173805141
2259,-606145,-586900,-628086,-607525,-0.173419476,-0.167913437,-0.179696846,-0.173814297
2260,-605965,-602782,-612288,-607323,-0.173367977,-0.172457314,-0.175177002,-0.173756504
2261,-606156,-623661,-592003,-607535,-0.173422623,-0.178430843,-0.169373417,-0.173817158
2262,-606156,-618304,-596692,-607419,-0.173422623,-0.176898193,-0.170714951,-0.173783970
2263,-606283,-597562,-617009,-607503,-0.173458958,-0.170963860,-0.176527691,-0.173808002
2264,-605785,-584226,-629698,-607196,-0.173316479,-0.167148399,-0.180158043,-0.173720169
2265,-605944,-586147,-628043,-607440,-0.173361969,-0.167698002,-0.179684544,-0.173789978
2266,-605848,-636647,-579357,-607440,-0.173334503,-0.182146168,-0.165755367,-0.173789978
2267,-606336,-634621,-581298,-607599,-0.173474121,-0.181566525,-0.166310692,-0.173835468
2268,-606315,-618187,-596894,-607535,-0.173468113,-0.176864719,-0.170772743,-0.173817158
2269,-606061,-597573,-617009,-607493,-0.173395443,-0.170967007,-0.176527691,-0.173805141
2270,-605997,-602475,-612288,-607440,-0.173377132,-0.172369480,-0.175177002,-0.173789978
2271,-605817,-623428,-592035,-607397,-0.173325634,-0.178364182,-0.169382572,-0.173777676
2272,-606124,-636807,-579601,-607556,-0.173413467,-0.182191944,-0.165825176,-0.173823166
2273,-606018,-634568,-581362,-607610,-0.173383141,-0.181551361,-0.166329002,-0.173838615
2274,-606082,-584481,-629698,-607493,-0.173401451,-0.167221355,-0.180158043,-0.173805141
2275,-605901,-586306,-627969,-607461,-0.173349667,-0.167743492,-0.179663372,-0.173795986
2276,-606018,-602708,-612331,-607472,-0.173383141,-0.172436142,-0.175189304,-0.173799133
2277,-606145,-623460,-592003,-607684,-0.173419476,-0.178373337,-0.169373417,-0.173859787
2278,-606305,-618431,-596894,-607429,-0.173465252,-0.176934528,-0.170772743,-0.173786831
2279,-605827,-597414,-617126,-607365,-0.173328495,-0.170921516,-0.176561165,-0.173768520
2280,-606145,-584120,-630006,-607620,-0.173419476,-0.167118073,-0.180246162,-0.173841476
2281,-605827,-586412,-628213,-607397,-0.173328495,-0.167773819,-0.179733181,-0.173777676
2282,-606252,-636775,-579357,-607567,-0.173450089,-0.182182789,-0.165755367,-0.173826313
2283,-605838,-634621,-581224,-607599,-0.173331642,-0.181566525,-0.166289520,-0.173835468
2284,-606135,-618187,-596767,-607514,-0.173416615,-0.176864719,-0.170736408,-0.173811150
2285,-605923,-597584,-617137,-607440,-0.173355961,-0.170970154,-0.176564312,-0.173789978
2286,-606336,-602602,-612235,-607758,-0.173474121,-0.172405815,-0.175161839,-0.173880959
2287,-605997,-623301,-592099,-607556,-0.173377132,-0.178327847,-0.169400883,-0.173823166
2288,-606220,-636361,-579526,-607302,-0.173440933,-0.182064342,-0.165803719,-0.173750496
2289,-606220,-634663,-581362,-607419,-0.173440933,-0.181578541,-0.166329002,-0.173783970
2290,-605817,-584343,-630070,-607355,-0.173325634,-0.167181873,-0.180264473,-0.173765659
2291,-606018,-586539,-627937,-607408,-0.173383141,-0.167810154,-0.179654217,-0.173780823
2292,-606156,-602846,-612426,-607259,-0.173422623,-0.172475624,-0.175216484,-0.173738194
2293,-606124,-623269,-592237,-607344,-0.173413467,-0.178318691,-0.169440365,-0.173762512
2294,-605774,-618548,-596883,-607249,-0.173313332,-0.176968002,-0.170769596,-0.173735332
2295,-605721,-597594,-617105,-607302,-0.173298168,-0.170973015,-0.176555157,-0.173750496
2296,-605933,-584290,-629709,-607249,-0.173358822,-0.167166710,-0.180161190,-0.173735332
2297,-606092,-586603,-627863,-607408,-0.173404312,-0.167828465,-0.179633045,-0.173780823
2298,-605986,-636891,-579123,-607196,-0.173373985,-0.182215977,-0.165688419,-0.173720169
2299,-606188,-634557,-581500,-607461,-0.173431778,-0.181548214,-0.166368484,-0.173795986
2300,-605933,-618399,-596608,-607217,-0.173358822,-0.176925373,-0.170690918,-0.173726177
2301,-606018,-597509,-617264,-607546,-0.173383141,-0.170948696,-0.176600647,-0.173820305
2302,-606156,-602687,-612161,-607376,-0.173422623,-0.172430134,-0.175140667,-0.173771667
2303,-606177,-623693,-592130,-607344,-0.173428631,-0.178439999,-0.169409752,-0.173762512
2304,-606135,-636616,-579336,-607397,-0.173416615,-0.182137299,-0.165749359,-0.173777676
2305,-605954,-634759,-581203,-607652,-0.173364830,-0.181606007,-0.166283512,-0.173850632
2306,-606220,-584492,-629857,-607525,-0.173440933,-0.167224503,-0.180203533,-0.173814297
2307,-605986,-586370,-627852,-607238,-0.173373985,-0.167761803,-0.179629898,-0.173732185
2308,-605912,-602867,-612447,-607365,-0.173352814,-0.172481632,-0.175222492,-0.173768520
2309,-605923,-623683,-592321,-607737,-0.173355961,-0.178437138,-0.169464397,-0.173874950
2310,-606400,-618527,-596777,-607567,-0.173492432,-0.176961994,-0.170739269,-0.173826313
2311,-605954,-597573,-617349,-607291,-0.173364830,-0.170967007,-0.176624966,-0.173747349
2312,-606029,-584375,-630027,-607556,-0.173386288,-0.167191029,-0.180252171,-0.173823166
2313,-605710,-586444,-627884,-607440,-0.173295021,-0.167782974,-0.179639053,-0.173789978
2314,-606188,-636817,-579155,-607387,-0.173431778,-0.182194805,-0.165697575,-0.173774815
2315,-605870,-634621,-581362,-607429,-0.173340797,-0.181566525,-0.166329002,-0.173786831
2316,-605806,-618516,-596756,-607175,-0.173322487,-0.176958847,-0.170733261,-0.173714161
2317,-605901,-597509,-617232,-607228,-0.173349667,-0.170948696,-0.176591492,-0.173729324
2318,-606050,-602581,-612214,-607397,-0.173392296,-0.172399807,-0.175155830,-0.173777676
2319,-606039,-623471,-592353,-607535,-0.173389149,-0.178376484,-0.169473553,-0.173817158
2320,-606082,-636753,-579176,-607408,-0.173401451,-0.182176495,-0.165703583,-0.173780823
2321,-606167,-634653,-581309,-607694,-0.173425770,-0.181575680,-0.166313839,-0.173862648
2322,-606114,-584449,-629900,-607376,-0.173410606,-0.167212200,-0.180215836,-0.173771667
2323,-605859,-586274,-627980,-607514,-0.173337650,-0.167734337,-0.179666519,-0.173811150
2324,-605965,-602666,-612309,-607387,-0.173367977,-0.172424126,-0.175183010,-0.173774815
2325,-606018,-623545,-592099,-607472,-0.173383141,-0.178397655,-0.169400883,-0.173799133
2326,-605827,-618654,-597255,-607503,-0.173328495,-0.176998329,-0.170876026,-0.173808002
2327,-605774,-597594,-617084,-607408,-0.173313332,-0.170973015,-0.176549149,-0.173780823
2328,-606061,-584152,-630006,-607525,-0.173395443,-0.167127228,-0.180246162,-0.173814297
2329,-605901,-586104,-628117,-607503,-0.173349667,-0.167685699,-0.179705715,-0.173808002
2330,-606007,-636923,-579484,-607599,-0.173379993,-0.182225132,-0.165791702,-0.173835468
2331,-605891,-634674,-581341,-607514,-0.173346806,-0.181581688,-0.166322994,-0.173811150
2332,-606071,-618537,-596905,-607450,-0.173398304,-0.176964855,-0.170775890,-0.173792839
2333,-605923,-597403,-616765,-607472,-0.173355961,-0.170918369,-0.176457882,-0.173799133
2334,-606092,-602528,-612118,-607450,-0.173404312,-0.172384644,-0.175128365,-0.173792839
2335,-606135,-623587,-592279,-607503,-0.173416615,-0.178409672,-0.169452381,-0.173808002
2336,-606326,-636785,-579378,-607365,-0.173471260,-0.182185650,-0.165761375,-0.173768520
2337,-606135,-634695,-581394,-607376,-0.173416615,-0.181587696,-0.166338158,-0.173771667
2338,-606177,-584279,-630038,-607472,-0.173428631,-0.167163563,-0.180255318,-0.173799133
2339,-606103,-586444,-628128,-607312,-0.173407459,-0.167782974,-0.179708862,-0.173753357
2340,-605891,-602549,-612363,-607365,-0.173346806,-0.172390652,-0.175198460,-0.173768520
2341,-606050,-623842,-592215,-607493,-0.173392296,-0.178482628,-0.169434071,-0.173805141
2342,-605806,-618601,-596873,-607429,-0.173322487,-0.176983166,-0.170766735,-0.173786831
2343,-605933,-597467,-617137,-607737,-0.173358822,-0.170936680,-0.176564312,-0.173874950
2344,-605827,-584152,-630048,-607599,-0.173328495,-0.167127228,-0.180258179,-0.173835468
2345,-606071,-586529,-628117,-607217,-0.173398304,-0.167807293,-0.179705715,-0.173726177
2346,-605901,-636881,-579336,-607355,-0.173349667,-0.182213116,-0.165749359,-0.173765659
2347,-605954,-634907,-581489,-607493,-0.173364830,-0.181648350,-0.166365337,-0.173805141
2348,-606156,-618548,-596968,-607610,-0.173422623,-0.176968002,-0.170793915,-0.173838615
2349,-605965,-597743,-617094,-607419,-0.173367977,-0.171015644,-0.176552010,-0.173783970
2350,-606071,-602719,-612193,-607334,-0.173398304,-0.172439289,-0.175149822,-0.173759651
2351,-605923,-623630,-592268,-607503,-0.173355961,-0.178421974,-0.169449234,-0.173808002
2352,-605954,-636329,-579017,-607567,-0.173364830,-0.182055187,-0.165658092,-0.173826313
2353,-606156,-634823,-581341,-607610,-0.173422623,-0.181624317,-0.166322994,-0.173838615
2354,-606167,-584226,-629879,-607355,-0.173425770,-0.167148399,-0.180209827,-0.173765659
2355,-606071,-586454,-627873,-607302,-0.173398304,-0.167785835,-0.179635906,-0.173750496
2356,-606252,-602761,-612320,-607769,-0.173450089,-0.172451305,-0.175186157,-0.173884106
2357,-605954,-623619,-592544,-607334,-0.173364830,-0.178418827,-0.169528198,-0.173759651
2358,-605923,-618431,-597074,-607132,-0.173355961,-0.176934528,-0.170824242,-0.173701859
2359,-605901,-597584,-617116,-607365,-0.173349667,-0.170970154,-0.176558304,-0.173768520
2360,-606029,-584396,-630186,-607037,-0.173386288,-0.167197037,-0.180297661,-0.173674679
2361,-606071,-586592,-627735,-607397,-0.173398304,-0.167825317,-0.179596424,-0.173777676
2362,-605954,-636785,-579378,-607493,-0.173364830,-0.182185650,-0.165761375,-0.173805141
2363,-606082,-634674,-581479,-607482,-0.173401451,-0.181581688,-0.166362476,-0.173801994
2364,-606198,-618442,-596915,-607578,-0.173434639,-0.176937675,-0.170778751,-0.173829460
2365,-606135,-597499,-617169,-607429,-0.173416615,-0.170945835,-0.176573467,-0.173786831
2366,-606018,-602612,-612426,-607535,-0.173383141,-0.172408676,-0.175216484,-0.173817158
2367,-606029,-623640,-592279,-607461,-0.173386288,-0.178424835,-0.169452381,-0.173795986
2368,-605976,-636860,-579304,-607535,-0.173371124,-0.182207108,-0.165740204,-0.173817158
2369,-605774,-634844,-581309,-607503,-0.173313332,-0.181630325,-0.166313839,-0.173808002
2370,-605901,-584110,-629921,-607567,-0.173349667,-0.167115211,-0.180221844,-0.173826313
2371,-605700,-586338,-628128,-607238,-0.173292160,-0.167752647,-0.179708862,-0.173732185
2372,-606145,-602634,-612469,-607238,-0.173419476,-0.172414970,-0.175228786,-0.173732185
2373,-606018,-623608,-592534,-607408,-0.173383141,-0.178415680,-0.169525337,-0.173780823
2374,-605986,-618431,-596714,-607249,-0.173373985,-0.176934528,-0.170721245,-0.173735332
2375,-605838,-597615,-617328,-607408,-0.173331642,-0.170979023,-0.176618958,-0.173780823
2376,-605997,-584343,-630070,-607556,-0.173377132,-0.167181873,-0.180264473,-0.173823166
2377,-605732,-586603,-628022,-607525,-0.173301315,-0.167828465,-0.179678535,-0.173814297
2378,-606103,-636870,-579304,-607408,-0.173407459,-0.182209969,-0.165740204,-0.173780823
2379,-605763,-634823,-581256,-607440,-0.173310184,-0.181624317,-0.166298676,-0.173789978
2380,-606114,-618442,-596724,-607344,-0.173410606,-0.176937675,-0.170724106,-0.173762512
2381,-605594,-597520,-617137,-607259,-0.173261833,-0.170951843,-0.176564312,-0.173738194
2382,-606145,-602803,-612193,-607556,-0.173419476,-0.172463322,-0.175149822,-0.173823166
2383,-606061,-623842,-592268,-607228,-0.173395443,-0.178482628,-0.169449234,-0.173729324
2384,-606103,-636913,-579081,-607291,-0.173407459,-0.182222271,-0.165676403,-0.173747349
2385,-606039,-634971,-581245,-607503,-0.173389149,-0.181666660,-0.166295528,-0.173808002
2386,-606177,-584322,-630123,-607599,-0.173428631,-0.167175865,-0.180279636,-0.173835468
2387,-605806,-586444,-628170,-607270,-0.173322487,-0.167782974,-0.179720879,-0.173741341
2388,-606029,-602496,-612405,-607525,-0.173386288,-0.172375488,-0.175210476,-0.173814297
2389,-606007,-623598,-592120,-607344,-0.173379993,-0.178412819,-0.169406891,-0.173762512
2390,-605679,-618378,-597021,-607461,-0.173286152,-0.176919365,-0.170809078,-0.173795986
2391,-605954,-597626,-617009,-607419,-0.173364830,-0.170982170,-0.176527691,-0.173783970
2392,-605710,-584269,-629751,-607143,-0.173295021,-0.167160702,-0.180173206,-0.173705006
2393,-605626,-586486,-628361,-607525,-0.173270988,-0.167794991,-0.179775524,-0.173814297
2394,-605944,-636849,-579505,-607153,-0.173361969,-0.182203960,-0.165797710,-0.173707867
2395,-606018,-634695,-581298,-607185,-0.173383141,-0.181587696,-0.166310692,-0.173717022
2396,-606124,-618516,-596597,-607259,-0.173413467,-0.176958847,-0.170687771,-0.173738194
2397,-606145,-597849,-617116,-607482,-0.173419476,-0.171045971,-0.176558304,-0.173801994
2398,-605806,-602644,-612469,-607525,-0.173322487,-0.172417831,-0.175228786,-0.173814297
2399,-606114,-623672,-592364,-607461,-0.173410606,-0.178433990,-0.169476700,-0.173795986
2400,-606198,-636796,-579420,-607525,-0.173434639,-0.182188797,-0.165773392,-0.173814297
2401,-606007,-634579,-581415,-607631,-0.173379993,-0.181554508,-0.166344166,-0.173844624
2402,-605859,-584768,-629762,-607450,-0.173337650,-0.167303467,-0.180176353,-0.173792839
2403,-605923,-586316,-627937,-607482,-0.173355961,-0.167746353,-0.179654217,-0.173801994
2404,-605976,-602761,-612384,-607365,-0.173371124,-0.172451305,-0.175204468,-0.173768520
2405,-606082,-623630,-592162,-607503,-0.173401451,-0.178421974,-0.169418907,-0.173808002
2406,-605848,-618548,-596714,-607535,-0.173334503,-0.176968002,-0.170721245,-0.173817158
2407,-606103,-597562,-617084,-607334,-0.173407459,-0.170963860,-0.176549149,-0.173759651
2408,-605923,-584311,-629656,-607281,-0.173355961,-0.167172718,-0.180146027,-0.173744488
2409,-606156,-586614,-628086,-607694,-0.173422623,-0.167831612,-0.179696846,-0.173862648
2410,-606050,-636849,-579336,-607228,-0.173392296,-0.182203960,-0.165749359,-0.173729324
2411,-606007,-634770,-581617,-607493,-0.173379993,-0.181609154,-0.166401958,-0.173805141
2412,-605870,-618420,-596979,-607387,-0.173340797,-0.176931381,-0.170797062,-0.173774815
2413,-605901,-597647,-617020,-607493,-0.173349667,-0.170988178,-0.176530838,-0.173805141
2414,-606092,-602697,-612373,-607429,-0.173404312,-0.172432995,-0.175201321,-0.173786831
2415,-606124,-623439,-592279,-607206,-0.173413467,-0.178367329,-0.169452381,-0.173723030
2416,-605870,-636807,-579410,-607503,-0.173340797,-0.182191944,-0.165770531,-0.173808002
2417,-605848,-634727,-581139,-607610,-0.173334503,-0.181596851,-0.166265202,-0.173838615
2418,-606092,-584492,-630059,-607419,-0.173404312,-0.167224503,-0.180261326,-0.173783970
2419,-605880,-586370,-627789,-607525,-0.173343658,-0.167761803,-0.179611874,-0.173814297
2420,-606082,-602602,-612437,-607387,-0.173401451,-0.172405815,-0.175219631,-0.173774815
2421,-606230,-623566,-592205,-607503,-0.173443794,-0.178403664,-0.169431210,-0.173808002
2422,-606198,-618580,-597180,-607440,-0.173434639,-0.176977158,-0.170854568,-0.173789978
2423,-606082,-597446,-617328,-607302,-0.173401451,-0.170930672,-0.176618958,-0.173750496
2424,-605954,-584248,-629762,-607503,-0.173364830,-0.167154694,-0.180176353,-0.173808002
2425,-606188,-586370,-627916,-607610,-0.173431778,-0.167761803,-0.179648209,-0.173838615
2426,-605657,-636722,-579431,-607567,-0.173279858,-0.182167625,-0.165776539,-0.173826313
2427,-606294,-634706,-581319,-607440,-0.173462105,-0.181590843,-0.166316700,-0.173789978
2428,-605944,-618399,-597287,-607344,-0.173361969,-0.176925373,-0.170885181,-0.173762512
2429,-605859,-597669,-616988,-607344,-0.173337650,-0.170994473,-0.176521683,-0.173762512
2430,-606379,-602666,-612288,-607344,-0.173486423,-0.172424126,-0.175177002,-0.173762512
2431,-605891,-623651,-592109,-607694,-0.173346806,-0.178427982,-0.169403744,-0.173862648
2432,-606071,-636923,-579643,-607344,-0.173398304,-0.182225132,-0.165837193,-0.173762512
2433,-606103,-634716,-581203,-607556,-0.173407459,-0.181593704,-0.166283512,-0.173823166
2434,-606061,-584555,-629953,-607514,-0.173395443,-0.167242527,-0.180230999,-0.173811150
2435,-606050,-586359,-628001,-607440,-0.173392296,-0.167758656,-0.179672527,-0.173789978
2436,-606156,-602422,-612140,-607429,-0.173422623,-0.172354317,-0.175134659,-0.173786831
2437,-606071,-623661,-592109,-607546,-0.173398304,-0.178430843,-0.169403744,-0.173820305
2438,-606198,-618537,-596873,-607525,-0.173434639,-0.176964855,-0.170766735,-0.173814297
2439,-606209,-597690,-617137,-607429,-0.173437786,-0.171000481,-0.176564312,-0.173786831
2440,-606082,-584354,-629698,-607514,-0.173401451,-0.167185020,-0.180158043,-0.173811150
2441,-605976,-586423,-628149,-607238,-0.173371124,-0.167776966,-0.179714870,-0.173732185
2442,-606124,-636976,-579463,-607546,-0.173413467,-0.182240295,-0.165785694,-0.173820305
2443,-605859,-634865,-581404,-607599,-0.173337650,-0.181636333,-0.166341019,-0.173835468
2444,-605891,-618622,-596799,-607663,-0.173346806,-0.176989174,-0.170745564,-0.173853779
2445,-606103,-597764,-616882,-607291,-0.173407459,-0.171021652,-0.176491356,-0.173747349
2446,-606124,-602697,-612564,-607472,-0.173413467,-0.172432995,-0.175255966,-0.173799133
2447,-606220,-623364,-592120,-607440,-0.173440933,-0.178345871,-0.169406891,-0.173789978
2448,-605891,-636753,-579399,-607153,-0.173346806,-0.182176495,-0.165767384,-0.173707867
2449,-606135,-634504,-581479,-607238,-0.173416615,-0.181533051,-0.166362476,-0.173732185
2450,-606167,-584311,-629889,-607312,-0.173425770,-0.167172718,-0.180212688,-0.173753357
2451,-606050,-586316,-628033,-607334,-0.173392296,-0.167746353,-0.179681683,-0.173759651
2452,-606124,-602729,-612363,-607206,-0.173413467,-0.172442150,-0.175198460,-0.173723030
2453,-606347,-623481,-592205,-607482,-0.173477268,-0.178379345,-0.169431210,-0.173801994
2454,-606145,-618537,-596682,-607556,-0.173419476,-0.176964855,-0.170712090,-0.173823166
2455,-606156,-597520,-617094,-607482,-0.173422623,-0.170951843,-0.176552010,-0.173801994
2456,-606156,-584364,-629995,-607631,-0.173422623,-0.167187881,-0.180243015,-0.173844624
2457,-606124,-586423,-627916,-607365,-0.173413467,-0.167776966,-0.179648209,-0.173768520
2458,-606114,-636711,-579495,-607641,-0.173410606,-0.182164478,-0.165794849,-0.173847485
2459,-606188,-634547,-581319,-607694,-0.173431778,-0.181545353,-0.166316700,-0.173862648
2460,-606007,-618474,-597117,-607525,-0.173379993,-0.176946831,-0.170836544,-0.173814297
2461,-606156,-597350,-616829,-607790,-0.173422623,-0.170903206,-0.176476192,-0.173890114
2462,-606029,-602910,-612416,-607472,-0.173386288,-0.172493935,-0.175213623,-0.173799133
2463,-605923,-623821,-592417,-607716,-0.173355961,-0.178476620,-0.169491863,-0.173868942
2464,-606050,-636870,-579314,-607503,-0.173392296,-0.182209969,-0.165743065,-0.173808002
2465,-605965,-634833,-581160,-607323,-0.173367977,-0.181627178,-0.166271210,-0.173756504
2466,-606305,-584354,-629847,-607525,-0.173465252,-0.167185020,-0.180200672,-0.173814297
2467,-606135,-586582,-628043,-607673,-0.173416615,-0.167822456,-0.179684544,-0.173856640
2468,-606305,-602687,-612532,-607270,-0.173465252,-0.172430134,-0.175246811,-0.173741341
2469,-605965,-623683,-592268,-607429,-0.173367977,-0.178437138,-0.169449234,-0.173786831
2470,-606177,-618696,-596947,-607599,-0.173428631,-0.177010345,-0.170787907,-0.173835468
2471,-606283,-597637,-617158,-607461,-0.173458958,-0.170985317,-0.176570320,-0.173795986
2472,-605912,-584417,-629826,-607514,-0.173352814,-0.167203045,-0.180194664,-0.173811150
2473,-606082,-586730,-628107,-607408,-0.173401451,-0.167864799,-0.179702854,-0.173780823
2474,-606114,-636955,-579240,-607525,-0.173410606,-0.182234287,-0.165721893,-0.173814297
2475,-606432,-634780,-581468,-607281,-0.173501587,-0.181612015,-0.166359329,-0.173744488
2476,-606220,-618622,-596852,-607556,-0.173440933,-0.176989174,-0.170760727,-0.173823166
2477,-606230,-597700,-617094,-607514,-0.173443794,-0.171003342,-0.176552010,-0.173811150
2478,-605891,-602708,-612267,-607514,-0.173346806,-0.172436142,-0.175170994,-0.173811150
2479,-606283,-623736,-592237,-607334,-0.173458958,-0.178452301,-0.169440365,-0.173759651
2480,-606273,-636881,-579251,-607344,-0.173456097,-0.182213116,-0.165725040,-0.173762512
2481,-605901,-634621,-581415,-607249,-0.173349667,-0.181566525,-0.166344166,-0.173735332
2482,-605806,-584417,-630091,-607652,-0.173322487,-0.167203045,-0.180270481,-0.173850632
2483,-606209,-586645,-627916,-607376,-0.173437786,-0.167840481,-0.179648209,-0.173771667
2484,-606220,-602814,-612617,-607610,-0.173440933,-0.172466469,-0.175271130,-0.173838615
2485,-605880,-623693,-592343,-607450,-0.173343658,-0.178439999,-0.169470692,-0.173792839
2486,-606124,-618325,-597329,-607546,-0.173413467,-0.176904202,-0.170897198,-0.173820305
2487,-606156,-597594,-617094,-607472,-0.173422623,-0.170973015,-0.176552010,-0.173799133
2488,-606018,-584566,-630017,-607503,-0.173383141,-0.167245674,-0.180249310,-0.173808002
2489,-605827,-586370,-628086,-607419,-0.173328495,-0.167761803,-0.179696846,-0.173783970
2490,-605997,-636573,-579516,-607397,-0.173377132,-0.182124996,-0.165800858,-0.173777676
2491,-605870,-634971,-581383,-607238,-0.173340797,-0.181666660,-0.166335011,-0.173732185
2492,-606029,-618389,-596692,-607302,-0.173386288,-0.176922512,-0.170714951,-0.173750496
2493,-605944,-597923,-617031,-607493,-0.173361969,-0.171067142,-0.176533985,-0.173805141
2494,-606029,-602719,-612352,-607397,-0.173386288,-0.172439289,-0.175195313,-0.173777676
2495,-605976,-623683,-592014,-607546,-0.173371124,-0.178437138,-0.169376564,-0.173820305
2496,-606018,-636987,-579463,-607355,-0.173383141,-0.182243443,-0.165785694,-0.173765659
2497,-606198,-634642,-581383,-607323,-0.173434639,-0.181572533,-0.166335011,-0.173756504
2498,-606177,-584311,-630048,-607546,-0.173428631,-0.167172718,-0.180258179,-0.173820305
2499,-606145,-586518,-627958,-607302,-0.173419476,-0.167804146,-0.179660225,-0.173750496
2500,-606082,-602687,-612500,-607323,-0.173401451,-0.172430134,-0.175237656,-0.173756504
2501,-605785,-623396,-592205,-607259,-0.173316479,-0.178355026,-0.169431210,-0.173738194
2502,-606007,-618558,-596852,-607503,-0.173379993,-0.176970863,-0.170760727,-0.173808002
2503,-606252,-597881,-617116,-607461,-0.173450089,-0.171055126,-0.176558304,-0.173795986
2504,-606188,-584640,-629942,-607429,-0.173431778,-0.167266846,-0.180227852,-0.173786831
2505,-606145,-586476,-627948,-607620,-0.173419476,-0.167792130,-0.179657364,-0.173841476
2506,-605933,-636923,-579410,-607355,-0.173358822,-0.182225132,-0.165770531,-0.173765659
2507,-606145,-634960,-581118,-607429,-0.173419476,-0.181663513,-0.166259193,-0.173786831
2508,-606145,-618283,-596639,-607461,-0.173419476,-0.176892185,-0.170699787,-0.173795986
2509,-605954,-597615,-617232,-607514,-0.173364830,-0.170979023,-0.176591492,-0.173811150
2510,-606188,-602517,-612373,-607567,-0.173431778,-0.172381496,-0.175201321,-0.173826313
2511,-606061,-623799,-592300,-607663,-0.173395443,-0.178470325,-0.169458389,-0.173853779
2512,-605944,-636838,-579336,-607503,-0.173361969,-0.182200813,-0.165749359,-0.173808002
